COD_ACCIDE;FechaDelAccidente;HoraDelAccidente;ClaseDelAccidente;SecuenciaAccidente;CantidadDeFallecidos;CantidadDeLesionados;Direccion;LugarReferencia;y;x;CondClimatica;CausaFactorPrincipal;CausaEspecifica;OtraCausa;Observaciones
A-2021-08-82;08/08/2021;20:10;CHOQUE;;1;3;CARRETERA HACIA EL DISTRITO DE SAN JUAN DE LA VIRGEN KM 05.5 ;50 METROS APROX. LUGAR LLAMADO LAS DOS CRUCE;-3.615324494;-80.43716856461634;;;;;
A-2021-08-9;01/08/2021;19:00;ATROPELLO FUGA;SUBSECUENTE MUERTE;1;0;KILOMETRO CUATRO DE LA CARRETERA LA JOYA;SECTOR LA CURVA;-16.456416;-71.843513;DESPEJADO;NO IDENTIFICA LA CAUSA;;;S/O
A-2021-08-99;18/08/2021;08:00;CHOQUE;VOLCADURA;1;0;INTERSECCION DE LA AVENIDA VILLA HERMOSA CON AVENIDA HUMBOLT;MIGUEL GRAU IV ETAPA;-16.406578;-71.474357;DESPEJADO;NO IDENTIFICA LA CAUSA;;;S/O
A-2021-09-10;04/09/2021;06:40;ATROPELLO FUGA;.;1;0;CARRETERA PANAMERICANA NORTE ;ALTURA DE LA EMPRESA LATIMAR ;-3.545990898;-80.39612513905165;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-100;13/09/2021;10:10;ATROPELLO;-;1;0;COMUNIDAD DE LENZORA;COMUNIDAD DE LENZORA;-15.41012798;-70.36522252959625;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);EXCESO DE CONFIANZA ;NINGUNO 
A-2021-09-101;22/09/2021;14:30;CHOQUE;DESPISTE ;1;0;KM 49 800;CARRETERA JULIACA PUTINA ;-15.2162068;-69.8305542;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN SENTIDO CONTRARIO;;NINGUNA 
A-2021-09-102;21/09/2021;08:20;CHOQUE;;1;0;AV. MARISCAL CASTILLA N° 47 - EL TAMBO - HYO;;-12.025156;-75.237934;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA
A-2021-09-105;26/09/2021;21:00;ATROPELLO FUGA;AL PARACER LA UT1 CIRCULABA CON DESATENCION EN LA CONDUCCION, PARA LUEGO IMPACTAR A LA UT2;1;0;AV. PROGRESO CCRA. 5 PUEBLO TRADICIONAL HUARANGUILLO;REATAURANTE LAS ESTERITAS;-16.4173344;-71.5834855;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NO SE IDENTIFICA LA CAUSA 
A-2021-09-106;08/09/2021;19:00;CHOQUE;EL VEHÍCULO M1 DE PLACA DE RODAJE H2B-116, CIRCULABA EN SENTIDO DE OESTE A ESTE POR LA CARRETERA DE PENETRACIÓN HUAURA - SAYÁN, AL LLEGAR AL KM. 31.296, IMPACTA POR ALCANCE AL VEHÍCULO CATG. L5, DE PLACA DE RODAJE 6241-8A.;1;2;CARRETERA DE PENETRACIÓN HUAURA - SAYÁN;KM. 31.296.00;-11.13876182;-77.27290781387161;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNA
A-2021-09-107;08/09/2021;18:00;ATROPELLO FUGA;;1;0;VIA DE EVITAMIENTO CHICLAYO ;CARRETERA PANAMERICANA NOSTE KM 782;-6.792049;-79.865118;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-108;27/09/2021;06:35;CHOQUE;CHOQUE POR EMBISTE LA UT1 IMPCTA CON SU ESTRCUTURA FRONTAL CON LA UT2 EN SU ESTRUCTURA LATERAL DERECHA, LA MISMA QUE SE INTERPONE A SU EJE DE MARCHA;3;3;CARRETERA PANAMERICANA SUR KM. 970 300;INMEDIACIONES GRIFO MDM;-16.510706;-71.8120445;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;SIN OBSERVACIONES
A-2021-09-109;22/09/2021;18:00;ATROPELLO;-;1;1;CARRETERA PANAMERICANA NORTE ANTIGUA KM. 63;KM. 53 750;-6.166112969;-79.69931417118441;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-110;22/09/2021;06:40;CHOQUE;CHOQUE, DESPISTE Y VOLCADURA FATAL;2;3;CARRETERA PANAMERICANA SUR KM. 918;ALTURA SECTOR CRUZ VERDE;-16.372293;-72.171032;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES
A-2021-09-111;25/09/2021;15:26;VOLCADURA;VOLCADURA DESPITE  Y CHOQUE FATAL ;1;0;ANTIGUA CARRETERA PANAMERICANA KM. 22;CERRO VERDE;-16.4874134;-71.6235753;SOLEADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES
A-2021-09-112;24/09/2021;11:20;DESPISTE;DESPISTE VOLCADURA FATAL;1;1;VIA DE PENETRACION IMATA ESPINAR KM.22.700;KM.22.700;-15.587193;-71.050195;DESPEJADO;NO IDENTIFICA LA CAUSA;;;SIN OBSERVACIONES
A-2021-09-113;01/09/2021;18:30;ATROPELLO;CONSECUENCIA FATAL;1;0;CARRETERA CALCA- LAMAY;SECTOR DE CAMPANACHAYOC;-13.375819;-71.916846;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-114;09/09/2021;08:50;ATROPELLO;-;1;0;AV. PROLONGACION LAS LOMAS ALT. CDRA 02;ALT.BODEGA LUISA;-12.02910568;-76.99168294364385;SOLEADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;EN INVESTIGACION
A-2021-09-115;27/09/2021;03:00;VOLCADURA;.;1;0;CARRETERA CON PENETRACION AL TUTUMO;.;-3.691311302;-80.26531396462646;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-117;20/09/2021;14:00;ESPECIAL;-;1;0;SECTOR CHACAMA CERILLOS;-;-13.946955;-75.686347;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-118;11/09/2021;17:40;ESPECIAL;-;1;0;CARRETERA CENTRAL KM 20;-;-11.9855708;-76.8095719742455;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-119;12/09/2021;19:58;CHOQUE;-;1;0;AV. MATEO PUMACAHUA ALT. DE LA AZ. A LOTE 8 ASOC. CRUZ DE MOTUPE ;-;-12.19284987;-76.96236713957965;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
A-2021-09-120;24/09/2021;18:25;CHOQUE;CHOQUE VOLCADURA Y DESPISTE;1;0;CARRETERA FERNANDO BELAUNDE TERRY KM 476 600;-;-6.03501466;-77.11573144;DESPEJADO;NO IDENTIFICA LA CAUSA;;;INVESTIGACION
A-2021-09-121;14/09/2021;21:00;DESPISTE;VOLCADURA Y CAIDA;1;0;AV. ALFREDO MENDIOLA;ALT. SUPERMERCADO TOTTUS;-11.9661888;-77.0678143;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-122;07/09/2021;14:30;VOLCADURA;CONSECUENCIA FATAL;1;5;CARRETERA KITENI-PICHARI;SECTOR AGUA DULCE;-12.3831;-73.44;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-123;19/09/2021;10:30;CHOQUE;CONSECUENCIA FATAL;1;2;CARRETERA OCONGATE-URCOS;ALTURA DEL GRIFO KJM;-13.621524;-71.397627;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);IMPRUDENCIA DE AMBOS CONDUCTORES;
A-2021-09-124;15/09/2021;06:40;ATROPELLO;-;1;0;AV. PASEO LA REPUBLICA CDRA 61 ALT. INTERSECCIÓN CON LA AV. 28 DE JULIO;-;-12.129439;-77.02302743852582;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-125;18/09/2021;06:45;DESPISTE;CONSECUENCIA FATAL;1;0;CALLE SAN MARTIN;CENTRO POBLADO DE LAYO;-14.49696;-71.155116;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-126;19/09/2021;09:00;ATROPELLO;-;1;0;AV. PACHACUTEC C/. AV.200 MILLAS ;FRENTE A LA SUNAT;-12.22389427;-76.91989657734099;SOLEADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-127;20/09/2021;23:30;VOLCADURA;CAIDA;1;0;AV. 09 DE OCTUBREALT. MZ.B;-;-12.0372429;-77.0134369893703;SOLEADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-128;15/09/2021;20:30;ATROPELLO FUGA;MUERTE;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 581.2;-;-7.974314;-79.081129;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-129;19/09/2021;00:10;ATROPELLO FUGA;-;1;0;KM 1308 120;CARRETERA JULIACA-CUSCO;-15.4497307;-70.1411055;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA 
A-2021-09-13;02/09/2021;20:30;DESPISTE;LA UT1 SE DESPISTA HACIA SU LADO DERECHO PARA POSTERIORMENTE GENERARSE LA VOLCADURAA VOLCADURA.;1;1;CARRETERA DE PENETARCION VIA ANTIGUA LA JOYA ALTURA DEL FUNDO GAMBOA;INGRESO AL FUNDO GAMBOA;-16.487177;-71.845593;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;EL ACCIDENTE OCURRIO EN CIRCUSTANCIAS QUE LA UT1 SE DESPLAZABA POR LA VIA, VOLCANDOCE.
A-2021-09-130;14/09/2021;14:00;DESPISTE;MUERTE;1;0;CARRETERA DE PENETRACION A CASA BLANCA PARTE BAJA ALTURA DEL KM 16;SECTOR LA CHORRERA CASERIO CASA BLANCA PARTE BAJA;-8.039117;-78.09946;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-131;18/09/2021;15:00;CAÍDA DE PASAJERO;ATROPELLO - MUERTE;1;0;CARRETERA DE PENETRACION AL CASERIO ICHUGO;-;-7.774257;-78.354444;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-132;22/09/2021;04:40;DESPISTE;MUERTE;2;0;AV. AMERICA SUR CDRA. 24;BYPASS DEL OVALO GRAU;-8.123396;-79.022813;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-133;23/09/2021;12:15;CHOQUE CON OBJETO FIJO;VOLCADURA YCAIDA;1;0;AV. RAMON VARGAS MACHUCA;ALT.PARTE BAJA DEL PUENTE ALIPIO;-12.168898;-76.979617;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-134;22/09/2021;02:30;DESPISTE;VOLCADURA ;1;2;CARRETERA  A SANTO DOMINGO QUE UNE SAN MIGUEL CASERIO CHALACO ;CARRETERA QUE UNE SAN MIGUEL CASERIO CHALACO ;-5.003616;-79.850205;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-135;24/09/2021;12:20;CHOQUE;VOLCADURA Y CAIDA;1;0;AV. JOSE OLAYA BALANDRA CON LA AV. LOS ALAMOS;-;-12.227974;-76.938119;SOLEADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-136;22/09/2021;06:10;CHOQUE FUGA;MUERTE;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 536.7;-;-8.324195;-78.897364;DESPEJADO;NO IDENTIFICA LA CAUSA;;;"DISPOSICION DE ARCHIVO DEFINITIVO, NRO. UNO. VIRU, 09 DE DICIEMBRE DEL 2021; DISPONE, NO HA LUGAR A FORMALIZAR Y CONTINUAR INVESTIGACION PREPARATORIA CONTRA LOQ UE RESULTAN RESPONSABLES POR LA PRESUNTA COMISION DEL DELITO CONTRA LA VIDA EL CUERPO Y LA SALUD EN LA MODALIDAD DE HOMICIO CULPOSO EN AGRAVIO RICARDO RAFAEL ALCALDE DIAZ. FIRMADO FISCAL PROVINCIAL WILLIAM FERNANDO SALINAS ANASTACIO, FISCAL PROVINCIAL MIXTA CORPORATIVA DE VIRU."
A-2021-09-137;22/09/2021;15:00;CAÍDA DE PASAJERO;CHOQUE - MUERTE;1;1;INTERSECCION DE LA CA. BUENOS AIRES Y LOS CAÑEROS;-;-7.74059;-79.29443;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE;;
A-2021-09-139;23/09/2021;21:40;ATROPELLO FUGA;MUERTE;1;0;CARRETERA PENETRACION A MACABI;CAMPIÑA UVA;-7.727119;-79.320461;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-14;02/09/2021;23:30;DESPISTE;LA UT1 (L3) SE DESPLAZA EN LINEA RECTA SOBRE EL OVALO;1;0;OVALO LA CURVA CARRETERA COSTANERA;RECTA DE LA COMISARIA PNP LA CURVA;-17.146894;-71.818646;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;SIN OBSERVACIONES
A-2021-09-140;25/09/2021;10:00;CHOQUE;MUERTE;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 501;-;-8.53713;-78.679147;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;NO ESTABLECER EL DERECHO DE PASO;;
A-2021-09-141;26/09/2021;19:30;DESPISTE;SEGUIDO DE VOLCADURA;1;11;CARRETERA JEPELACIO AL CASERIO LIMON KM 6 123;-;-6.049048;-76.956868;DESPEJADO;NO IDENTIFICA LA CAUSA;;;EN INVESTIGACIÓN
A-2021-09-142;26/09/2021;15:40;ATROPELLO;MUERTE;1;0;AV. FEDERICO VILLARREAL ALTURA DE LA CDRA. 10;-;-8.092923;-79.017566;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-15;02/09/2021;00:00;CHOQUE CON OBJETO FIJO;;1;0;AV. CHICLAYO. ALTURA DE LA CEVICHERIA EL GATO;;-6.39384815;-78.82548222;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-154;25/09/2021;06:00;DESPISTE;VOLCADURA Y CAIDA;1;0;AV. OSCAR BENAVIDES CDRA 26;-;-12.050135;-77.077167;SOLEADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-155;27/09/2021;20:30;ATROPELLO;-;1;0;CALZADA AUXILIAR SUR DE LA AV. BRASIL CUADRA 8;-;-12.06830775;-77.048367843082;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-156;27/09/2021;18:00;ATROPELLO;-;1;0;ANTIGUA PANAMERICANA SUR KM 37.500;-;-12.277608;-76.869489;NUBLADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-157;18/09/2021;11:05;CHOQUE;VOLCADURA;1;0;AV. JOSE ABELARDO QUIÑONES / CALLE SAN FRANCISCO;CALLE SAN FRANCISCO;-3.765006954;-73.25943265263824;;;;;
A-2021-09-16;06/09/2021;10:46;CHOQUE;-;1;5;AV. JULIACA N°894;;-15.8231196;-70.03120599505986;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2021-09-161;27/09/2021;11:00;DESPISTE;VOLCADURA EN TONEL DERECHO;1;1;CARRETERA DE PENETRACION PALO SECO-PAROBAMBA;KM19   240- CHOGO;-8.696071359;-77.43129672288616;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);DESCUIDO HUMANO;NINGUNO
A-2021-09-163;12/09/2021;12:30;FERROVIARIO;CONSECUENCIA FATAL;1;0;COMUNIDAD CAMPESINA MARKJU;SECTOR TRES REYES ;-13.455011;-72.189688;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);NO TENER LA CAPACIDAD DE DIFERENCIAR EL PELIGRO;AL DESCUIDAR LOS PROGENITORES A SU MENOR HIJO
A-2021-09-168;03/09/2021;11:30;ATROPELLO;CONSECUENCIA FATAL;1;0;PROLONGACION AV. LA CULTURA;ALTURA DEL PENAL;-13.54395;-71.8953;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-171;19/09/2021;01:35;DESPISTE;CONSECUENCIA FATAL;1;0;CARRETERA CUSCO-CCORCA;ALTURA DEL KM.06;-13.55119;-72.018122;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;NINGUNA
A-2021-09-173;18/09/2021;22:00;CHOQUE;MUERTE;1;1;AV. PARTICIPACION;PASAJE MONTE SION;-3.792249473;-73.29888612653801;SOLEADO;NO IDENTIFICA LA CAUSA;;;PENDIENTE
A-2021-09-174;19/09/2021;23:30;CHOQUE;MUERTE;1;0;CALLE FANNING/ CALLE CALVO DE ARAUJO;CALLE CALVO DE ARAUJO;-3.747080107;-73.24988936805082;DESPEJADO;NO IDENTIFICA LA CAUSA;;;PENDIENTE
A-2021-09-176;01/09/2021;07:42;ATROPELLO;CONSECUENCIA FATAL;1;0;AV. TUPAC AMARU;FRONTIS DEL MERCADO ZARZUELA DEL DISTRITO DE SANTIAGO;-13.5228258;-71.983837;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DESATENCIÓN DEL CONDUCTOR;NIGUNA
A-2021-09-177;28/09/2021;10:46;ATROPELLO;MUERTE;1;0;CALLE MICAELA BASTIDAS/ CALLE LOURDES LEON;CALLE LOURDES LEON;-3.75533967;-73.27128319823574;SOLEADO;NO IDENTIFICA LA CAUSA;;;PENDIENTE
A-2021-09-179;09/09/2021;09:30;CHOQUE;CONSECUENCIA FATAL;1;0;CARRETERA CUSCO-PISAC;ALTURA DEL KM. 24   800 SECTOR PINCHEC COMUNIDAD HUANCALLE DEL DISTRITO DE TARAY;-13.429176;-71.863166;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;GIRAR IMPRUDENTEMENTE;;
A-2021-09-18;06/09/2021;20:30;VOLCADURA;ARRASTRE Y DESPÍTE;1;1;CARRETERA DE ACCESO A LA COMUNIDAD JUHUANANI;-;-15.97382041;-69.77735634022586;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);EXCESO DE CONFIANZA AL DESPLAZARCE A UNA VELOCIDAD INAPROPIADA PARA LAS CIRCUNSTANCIAS DEL LUGAR.;
A-2021-09-181;27/09/2021;04:30;DESPISTE;CONSECUENCIA FATAL;1;1;CARRETERA CUSCO SICUANI;ALTURA DEL SECTOR OCCOBAMBA DE LA COMUNIDAD DE LLOCLLORA;-13.9934193;-71.4626391;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-182;25/09/2021;23:00;ATROPELLO;FUGA ;1;3;AVENIDA BRASIL- AVENIDA COLONIAL ;SECHURA ;-5.563217;-80.811242;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2021-09-183;10/09/2021;06:15;CHOQUE;EL VEHÍCULO CATG. L5,  DE PLACA DE RODAJE B5-7211, CIRCULABA EN SENTIDO DE OESTE A ESTE, POR EL CARRIL SUR DE LA AV. SAN MARTÍN, AL LLEGAR A LA CUADRA 10, IMPACTA FRONTALMENTE CON UN VEHÍCULO NO MOTORIZADO (BICICLETA), QUE VENÍA EN SENTIDO DE ESTE A OESTE POR EL CARRIL SUR..;1;0;AV. SAN MARTÍN - SANTA MARÍA;CUADRA 10;-11.0938279;-77.5840668080741;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-185;20/09/2021;14:00;ATROPELLO;-;1;0;AV MANUEL NUÑEZ BUTRON CON JR PATRICIO QUISPE;-;-15.5023277;-70.12881421400706;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA 
A-2021-09-186;24/09/2021;17:40;ATROPELLO;-;1;0;JR TACNA ;PLAZA DE ARMAS DE ÑUÑOA;-14.47711799;-70.63612282597065;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);IMPRUDENCIA Y NEGLIGENCIA DE LOS PROGENITORES;NINGUNA 
A-2021-09-187;21/09/2021;02:00;DESPISTE;EL VEHÍCULO CATG. M3 , DE PLACA D4B-968 , SE DESPLAZABA POR LA CARRETERA PANAMERICANA NORTE, EN SENTIDO DE NORTE A SUR, PROVENIENTE DE LA CIUDAD DE OYÓN CON DESTINO A LIMA, AL LLEGAR AL KM. 71.217.00,  INGRESA A LA SOLUCIÓN DE CONTINUIDAD DE RETORNO A HUARAL, PRODUCIÉNDOSE EL DESPISTE DE LA UNIDAD.;1;7;CARRETERA PANAMERICANA NORTE;KM. 71.217.00;-11.602196;-77.197035;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-189;07/09/2021;18:32;CHOQUE;DE CONSECUENCIA FATAL;2;0;CARRETERA MARGINAL KM 54;SECTOR HUARUYOC;-11.33764144;-75.5575597232838;DESPEJADO;;;;
A-2021-09-19;05/09/2021;06:00;CHOQUE;POR ALCANCE;1;1;CARRETERA INTEROCEANICA SUR KM.441 700;SECTOR-MADAMA;-12.5250136;-69.1370259;;;;;
A-2021-09-190;21/09/2021;13:30;CHOQUE;CONSECUENCIA FATAL;1;0;CARRETERA LLUSCO-CHACARAYA;SECTOR TILLANA;-14.347746;-72.111246;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2021-09-195;18/09/2021;12:20;CHOQUE;-;1;0;KM 62;-;-14.81266587;-70.24852685644093;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN SENTIDO CONTRARIO;;NINGUNA
A-2021-09-196;13/09/2021;09:40;CHOQUE;-;1;0;AV CIRCUNVALACIONCON JR ATAHUALPA;-;-15.495436;-70.120294;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA 
A-2021-09-199;13/09/2021;12:00;CHOQUE;SE INVESTIGA;1;4;CARRETERA DE PENETRACIÓN HUAURA - SAYÁN - CHURÍN - OYÓN;KM. 79.340;-10.91302156;-77.00273990850796;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;NINGUNA
A-2021-09-20;02/09/2021;16:19;CHOQUE;CHOQUE POR EMBISTE ;1;1;AV COLECTORA NORTE AV. A URB LA PLANICIE ;URB LA PLANICIE ;-5.168354;-80.668984;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2021-09-200;09/09/2021;06:30;ATROPELLO FUGA;SE INVESTIGA;1;0;CARRETERA PANAMERICANA NORTE;KM. 95.890.25;-11.457522;-77.321459;DESPEJADO;NO IDENTIFICA LA CAUSA;;;VEHICULO FUGADO, SE ENCUENTRA EN INVESTIGACION
A-2021-09-205;29/09/2021;02:30;CHOQUE;FATAL, LESIONES GRAVES Y DAÑOS MATERIALES;1;2;CARRETERA PIURA - SULLANA;FRENTE A LA EMPRESA PETRO PERU;-5.178513;-80.666801;;;;;
A-2021-09-206;14/09/2021;14:45;CHOQUE;DE CONSECUENCIA FATAL Y DAÑOS MATERIALES ;1;0;CARRETERA CENTRAL ALTURA DEL PARADERO SAN LORENZO - APATA;;-11.845242;-75.386895;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNA 
A-2021-09-207;07/09/2021;05:05;CHOQUE CON OBJETO FIJO;MUERTE Y DAÑOS MATERIALES;1;0;CARRETERA VIA LIBERTADORES KM. 272 090;LUGAR TOTORABAMBA;-13.249432;-74.346021;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-208;11/09/2021;01:20;ATROPELLO;MUERTE Y DAÑOS MATERIALES;1;0;CARRETERA VIA LOS LIBERTADORS ;NINGUNA;-13.253825;-74.341918;NUBLADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNA
A-2021-09-209;13/09/2021;01:40;DESPISTE;PRECIPITACION, VOLCADURA ;1;1;CARRETERA PAUSA ;ANEXO MARAN;-15.367685;-73.29724;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNA
A-2021-09-210;15/09/2021;06:00;ATROPELLO;-;1;0;CARRETERA DE ACCESO AL CASERIO EXCUSA BARAJA;MOTUPE;-6.152058;-79.721485;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;NO DAR PASO PREFERENTE AL PEATÓN;;ACCIDENTE EN INVESTIGACION
A-2021-09-211;25/09/2021;11:40;CHOQUE;-;1;0;PANAMERICANA NORTE ANTIGUA KM 17 300;CRUCE SANDOVAL;-6.532391;-79.865197;SOLEADO;NO IDENTIFICA LA CAUSA;;;ACCIDENTE EN INVESTIGACION
A-2021-09-212;15/09/2021;05:00;DESPISTE;VOLCADURA;2;71;CARRETERA PANAMERICANA NORTE KM. 736;CERRO PRIETO;-7.051415;-79.576526;DESPEJADO;NO IDENTIFICA LA CAUSA;;;ACCIDENTE DE TRANSITO EN INVESTIGACION
A-2021-09-213;30/09/2021;11:20;CHOQUE;;1;3;KM 33 800 CARRETERA DE PENETRACIÒN CIUDAD DE DIOS - CAJAMARCA;REPRESA GALLITO CIEGO;-7.23926398;-79.22229602;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2021-09-215;25/09/2021;00:10;CHOQUE;-;1;0;CARRETERA CHICLAYO PICSI;KM. 09;-6.7052155;-79.7744233;DESPEJADO;NO IDENTIFICA LA CAUSA;;;ACCIDNETE DE TRANSITO EN INVESTIGACION
A-2021-09-216;27/09/2021;15:00;CHOQUE FUGA;-;1;3;CARRETERA PANAMERICANA NORTE KM 94;KM. 94 400;-5.9627901;-79.7535165;DESPEJADO;NO IDENTIFICA LA CAUSA;;;ACCIDENTE EN INVESTIGACION
A-2021-09-217;29/09/2021;10:30;DESPISTE;VOLCADURA TONEL ;1;0;CALLE INDEPENDENCIA S/N - CENTRO POBLADO ULLUSCA - JAUJA ;;-11.820974;-75.507486;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);NO TENER PERCEPCION REAL DEL PELIGRO ;NINGUNA 
A-2021-09-222;29/09/2021;09:30;ATROPELLO;-;1;0;AV. WESSE CON AV. MAR DE FLORES;POSTA MEDICA MONTENEGRO;-11.93690037;-76.97113212187342;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);;
